SELL ADD 7821 281
SELL ADD 7805 443
BUY CANCEL 127 86
SELL ADD 7986 275
BUY ADD 7833 191
BUY ADD 7859 445
SELL ADD 7967 355
BUY ADD 7817 391
SELL ADD 7950 323
SELL ADD 7890 82
SELL CANCEL 98 132
SELL ADD 7996 167
SELL ADD 7863 321
SELL ADD 7815 246
SELL ADD 7931 2
SELL ADD 7990 84
SELL ADD 7991 111
SELL ADD 7848 275
BUY CANCEL 209 500
BUY ADD 7979 380
BUY ADD 7874 373
BUY ADD 7927 52
BUY ADD 7985 146
BUY ADD 7965 96
BUY ADD 7805 188
SELL ADD 7918 275
BUY CANCEL 196 430
BUY ADD 7976 497
SELL ADD 7949 345
SELL ADD 7856 456
SELL ADD 7979 275
SELL ADD 7846 168
SELL ADD 7932 410
BUY ADD 7948 380
BUY CANCEL 106 97
BUY ADD 7931 139
SELL ADD 7990 451
BUY ADD 7881 398
BUY ADD 7821 37
SELL ADD 7877 280
BUY ADD 7801 194
BUY ADD 7853 82
BUY CANCEL 215 21
SELL ADD 7929 37
SELL ADD 7898 109
SELL ADD 7977 220
BUY ADD 7914 72
SELL ADD 7816 87
SELL ADD 7832 123
BUY ADD 7849 275
BUY CANCEL 141 498
SELL ADD 7881 458
BUY ADD 7879 403
SELL ADD 7825 485
SELL ADD 7965 154
BUY ADD 7866 42
BUY ADD 7840 83
SELL ADD 7973 46
BUY CANCEL 70 16
BUY ADD 7973 299
BUY ADD 7964 344
BUY ADD 7878 211
SELL ADD 7962 148
SELL ADD 7885 233
BUY ADD 7911 334
BUY ADD 7855 4
SELL CANCEL 18 374
SELL ADD 7850 369
SELL ADD 7984 126
BUY ADD 7894 254
BUY ADD 7994 75
SELL ADD 7953 228
BUY ADD 7947 137
SELL ADD 7957 40
BUY CANCEL 247 373
BUY ADD 7988 189
BUY ADD 7845 431
BUY ADD 7973 375
SELL ADD 7880 182
SELL ADD 7964 483
SELL ADD 7944 208
BUY ADD 7996 3
SELL CANCEL 40 309
BUY ADD 7846 341
SELL ADD 7919 38
SELL ADD 7946 479
BUY ADD 7842 420
SELL ADD 7853 418
BUY ADD 7891 363
SELL ADD 7819 218
SELL CANCEL 75 106
BUY ADD 7908 40
SELL ADD 7893 170
BUY ADD 7855 352
BUY ADD 7835 266
BUY ADD 7846 120
BUY ADD 7973 20
SELL ADD 7870 83
SELL CANCEL 98 132
SELL ADD 7980 296
BUY ADD 7841 291
SELL ADD 7861 185
SELL ADD 7812 386
SELL ADD 7992 349
SELL ADD 7912 345
SELL ADD 7831 7
BUY CANCEL 260 139
BUY ADD 7914 364
BUY ADD 7894 293
BUY ADD 7868 17
BUY ADD 7881 82
SELL ADD 7833 474
BUY ADD 7866 418
SELL ADD 7811 322
BUY CANCEL 70 16
BUY ADD 7872 63
BUY ADD 7907 367
BUY ADD 7940 361
BUY ADD 7875 93
SELL ADD 7939 246
SELL ADD 7846 264
SELL ADD 7934 299
SELL CANCEL 276 485
SELL ADD 7827 428
SELL ADD 7854 50
BUY ADD 7958 10
BUY ADD 7861 161
BUY ADD 7946 66
SELL ADD 7820 442
BUY ADD 7975 189
SELL CANCEL 276 485
BUY ADD 7812 296
SELL ADD 7849 80
BUY ADD 7813 94
SELL ADD 7838 173
SELL ADD 7995 331
BUY ADD 7956 326
SELL ADD 7850 13
BUY CANCEL 170 60
BUY ADD 7976 435
SELL ADD 7844 409
BUY ADD 7836 447
SELL ADD 7869 347
SELL ADD 7848 286
SELL ADD 7857 161
BUY ADD 7986 398
BUY CANCEL 110 260
SELL ADD 7811 98
BUY ADD 7908 307
BUY ADD 7928 96
SELL ADD 7985 199
SELL ADD 7959 412
BUY ADD 7816 55
BUY ADD 7931 254
BUY CANCEL 65 187
SELL ADD 7890 479
SELL ADD 7902 299
BUY ADD 7868 481
SELL ADD 7820 397
SELL ADD 7827 49
SELL ADD 7942 290
BUY ADD 7998 33
SELL CANCEL 140 293
SELL ADD 7996 68
BUY ADD 7930 176
BUY ADD 7833 242
SELL ADD 7824 61
SELL ADD 7883 130
BUY ADD 7836 78
BUY ADD 7818 172
SELL CANCEL 347 173
BUY ADD 7848 400
BUY ADD 7961 259
BUY ADD 7876 98
BUY ADD 7939 133
SELL ADD 7809 25
BUY ADD 7855 112
BUY ADD 7859 56
BUY CANCEL 57 173
BUY ADD 7937 114
SELL ADD 7939 42
SELL ADD 7846 429
SELL ADD 7839 345
BUY ADD 7802 119
SELL ADD 7974 28
BUY ADD 7976 162
BUY CANCEL 70 16
SELL ADD 7996 322
BUY ADD 7955 222
SELL ADD 7867 184
BUY ADD 7954 433
SELL ADD 7930 312
SELL ADD 7953 133
SELL ADD 7912 152
BUY CANCEL 57 173
BUY ADD 7949 33
BUY ADD 7998 291
SELL ADD 7892 208
SELL ADD 7966 94
BUY ADD 7892 198
SELL ADD 7981 256
SELL ADD 7987 252
SELL CANCEL 200 457
SELL ADD 7980 25
BUY ADD 7906 154
SELL ADD 7991 330
BUY ADD 7902 187
BUY ADD 7808 51
BUY ADD 7927 408
BUY ADD 7833 372
SELL CANCEL 277 154
BUY ADD 7985 32
SELL ADD 7834 133
BUY ADD 7895 350
BUY ADD 7799 36
SELL ADD 7993 298
SELL ADD 7960 115
SELL ADD 7839 323
BUY CANCEL 247 373
SELL ADD 7842 477
SELL ADD 7826 111
SELL ADD 7935 360
SELL ADD 7998 99
SELL ADD 7811 310
SELL ADD 7871 74
BUY ADD 7972 477
BUY CANCEL 367 481
BUY ADD 7989 451
SELL ADD 7802 164
BUY ADD 7985 436
BUY ADD 7970 69
SELL ADD 7925 433
BUY ADD 7905 184
BUY ADD 7858 289
BUY CANCEL 82 311
BUY ADD 7909 14
BUY ADD 7896 392
SELL ADD 7971 365
SELL ADD 7847 406
SELL ADD 7838 117
SELL ADD 7812 491
BUY ADD 7872 139
SELL CANCEL 200 457
SELL ADD 7986 223
SELL ADD 7829 433
BUY ADD 7983 18
SELL ADD 7856 272
SELL ADD 7805 308
SELL ADD 7921 192
SELL ADD 7945 72
BUY CANCEL 49 300
BUY ADD 7825 65
BUY ADD 7920 20
SELL ADD 7832 35
SELL ADD 7936 72
BUY ADD 7845 125
SELL ADD 7930 114
SELL ADD 7801 431
SELL CANCEL 315 83
SELL ADD 7988 141
SELL ADD 7979 306
BUY ADD 7803 445
BUY ADD 7972 48
BUY ADD 7903 243
SELL ADD 7832 277
BUY ADD 7937 345
SELL CANCEL 126 326
SELL ADD 7846 211
SELL ADD 7885 231
BUY ADD 7951 212
BUY ADD 7886 302
SELL ADD 7845 258
BUY ADD 7884 335
SELL ADD 7955 98
BUY CANCEL 69 166
BUY ADD 7897 383
SELL ADD 7930 56
BUY ADD 7888 78
BUY ADD 7966 302
SELL ADD 7897 350
SELL ADD 7979 88
BUY ADD 7911 244
SELL CANCEL 254 345
BUY ADD 7831 360
SELL ADD 7801 30
BUY ADD 7847 181
BUY ADD 7862 168
BUY ADD 7873 77
SELL ADD 7921 284
SELL ADD 7926 348
BUY CANCEL 119 116
BUY ADD 7928 365
SELL ADD 7992 296
SELL ADD 7910 146
SELL ADD 7859 5
BUY ADD 7885 4
SELL ADD 7887 337
BUY ADD 7880 248
BUY CANCEL 145 302
BUY ADD 7866 433
SELL ADD 7802 435
SELL ADD 7981 379
BUY ADD 7998 174
SELL ADD 7909 46
SELL ADD 7985 248
SELL ADD 7950 341
BUY CANCEL 221 423
BUY ADD 7943 350
BUY ADD 7971 395
SELL ADD 7900 256
SELL ADD 7886 468
BUY ADD 7898 41
BUY ADD 7941 255
SELL ADD 7872 187
BUY CANCEL 89 228
SELL ADD 7990 195
BUY ADD 7838 228
SELL ADD 7951 50
BUY ADD 7843 89
BUY ADD 7848 284
SELL ADD 7888 27
BUY ADD 7925 488
SELL CANCEL 181 396
BUY ADD 7991 429
BUY ADD 7800 177
BUY ADD 7948 129
SELL ADD 7828 246
SELL ADD 7993 286
BUY ADD 7954 366
SELL ADD 7962 263
BUY CANCEL 305 420
BUY ADD 7853 371
SELL ADD 7968 58
BUY ADD 7857 125
BUY ADD 7803 242
SELL ADD 7880 242
SELL ADD 7809 201
BUY ADD 7885 214
BUY CANCEL 53 186
SELL ADD 7913 42
SELL ADD 7926 98
SELL ADD 7917 443
BUY ADD 7958 72
SELL ADD 7861 305
BUY ADD 7976 381
SELL ADD 7882 53
BUY CANCEL 234 445
BUY ADD 7954 24
BUY ADD 7911 39
SELL ADD 7915 320
BUY ADD 7951 255
BUY ADD 7955 477
BUY ADD 7981 207
SELL ADD 7946 396
SELL CANCEL 335 264
BUY ADD 7936 375
BUY ADD 7964 105
BUY ADD 7860 164
SELL ADD 7827 410
SELL ADD 7973 395
SELL ADD 7913 460
BUY ADD 7962 432
SELL CANCEL 497 341
BUY ADD 7965 283
BUY ADD 7904 315
SELL ADD 7881 334
SELL ADD 7901 314
BUY ADD 7885 25
BUY ADD 7826 394
SELL ADD 7841 229
SELL CANCEL 445 272
SELL ADD 7998 195
SELL ADD 7841 407
SELL ADD 7856 182
BUY ADD 7867 419
BUY ADD 7876 43
SELL ADD 7853 279
BUY ADD 7979 120
SELL CANCEL 455 431
BUY ADD 7885 370
SELL ADD 7917 434
BUY ADD 7888 91
BUY ADD 7887 233
SELL ADD 7866 458
SELL ADD 7828 476
SELL ADD 7984 365
BUY CANCEL 314 20
BUY ADD 7838 433
SELL ADD 7983 274
SELL ADD 7958 147
SELL ADD 7985 18
BUY ADD 7919 232
BUY ADD 7954 224
BUY ADD 7858 30
SELL CANCEL 308 218
BUY ADD 7909 135
BUY ADD 7965 301
BUY ADD 7900 140
BUY ADD 7834 177
BUY ADD 7998 302
SELL ADD 7876 109
BUY ADD 7827 410
SELL CANCEL 500 256
BUY ADD 7864 4
SELL ADD 7807 335
BUY ADD 7997 152
BUY ADD 7816 234
BUY ADD 7899 337
SELL ADD 7988 38
SELL ADD 7955 268
BUY CANCEL 141 498
SELL ADD 7899 23
SELL ADD 7835 307
BUY ADD 7933 269
BUY ADD 7976 453
SELL ADD 7982 274
BUY ADD 7951 150
BUY ADD 7841 470
SELL CANCEL 565 458
SELL ADD 7929 226
BUY ADD 7853 237
BUY ADD 7989 294
BUY ADD 7820 343
BUY ADD 7971 369
SELL ADD 7869 12
SELL ADD 7864 185
BUY CANCEL 346 94
BUY ADD 7881 129
BUY ADD 7813 239
BUY ADD 7871 205
BUY ADD 7974 32
SELL ADD 7959 90
BUY ADD 7818 29
BUY ADD 7941 44
SELL CANCEL 461 277
BUY ADD 7875 209
SELL ADD 7808 226
SELL ADD 7953 393
BUY ADD 7927 287
SELL ADD 7922 455
BUY ADD 7894 365
SELL ADD 7819 116
SELL CANCEL 54 40
SELL ADD 7836 179
SELL ADD 7833 490
SELL ADD 7844 161
BUY ADD 7952 271
SELL ADD 7997 125
BUY ADD 7850 317
SELL ADD 7834 411
SELL CANCEL 440 491
BUY ADD 7828 200
BUY ADD 7859 175
BUY ADD 7920 392
BUY ADD 7949 124
BUY ADD 7827 258
BUY ADD 7921 23
BUY ADD 7942 243
BUY CANCEL 234 445
SELL ADD 7970 87
BUY ADD 7997 355
BUY ADD 7853 132
BUY ADD 7820 184
BUY ADD 7945 481
BUY ADD 7920 470
SELL ADD 7820 287
SELL CANCEL 191 31
SELL ADD 7881 78
SELL ADD 7856 85
BUY ADD 7819 98
SELL ADD 7940 88
BUY ADD 7948 188
SELL ADD 7820 56
SELL ADD 7841 146
BUY CANCEL 156 322
BUY ADD 7813 274
BUY ADD 7980 429
SELL ADD 7964 304
SELL ADD 7843 375
BUY ADD 7942 5
SELL ADD 7979 302
SELL ADD 7891 250
BUY CANCEL 609 44
BUY ADD 7813 147
BUY ADD 7934 174
BUY ADD 7832 387
SELL ADD 7831 315
SELL ADD 7997 480
BUY ADD 7962 427
SELL ADD 7811 225
SELL CANCEL 354 347
BUY ADD 7861 198
SELL ADD 7882 355
BUY ADD 7923 287
SELL ADD 7990 209
BUY ADD 7840 132
SELL ADD 7997 270
BUY ADD 7902 123
BUY CANCEL 540 375
SELL ADD 7839 466
BUY ADD 7896 277
BUY ADD 7829 440
BUY ADD 7904 391
SELL ADD 7841 124
SELL ADD 7988 470
BUY ADD 7806 364
BUY CANCEL 293 137
SELL ADD 7990 401
BUY ADD 7875 454
BUY ADD 7910 112
SELL ADD 7998 27
SELL ADD 7974 401
SELL ADD 7896 474
SELL ADD 7874 198
BUY CANCEL 332 361
BUY ADD 7835 403
BUY ADD 7878 184
SELL ADD 7987 313
BUY ADD 7816 382
BUY ADD 7824 283
SELL ADD 7843 119
BUY ADD 7933 379
SELL CANCEL 144 73
SELL ADD 7847 248
BUY ADD 7886 453
BUY ADD 7999 234
BUY ADD 7806 147
BUY ADD 7948 352
SELL ADD 7901 218
SELL ADD 7817 307
BUY CANCEL 572 232
SELL ADD 7934 183
SELL ADD 7815 352
SELL ADD 7816 465
SELL ADD 7859 37
BUY ADD 7937 347
SELL ADD 7884 290
BUY ADD 7868 197
BUY CANCEL 148 145
BUY ADD 7819 368
SELL ADD 7973 14
BUY ADD 7877 270
BUY ADD 7906 362
BUY ADD 7891 134
BUY ADD 7849 357
BUY ADD 7936 49
SELL CANCEL 696 465
BUY ADD 7810 478
SELL ADD 7886 231
SELL ADD 7875 427
BUY ADD 7876 272
SELL ADD 7873 439
SELL ADD 7809 27
SELL ADD 7957 224
BUY CANCEL 286 334
SELL ADD 7856 422
SELL ADD 7816 150
BUY ADD 7820 296
BUY ADD 7971 272
BUY ADD 7981 412
SELL ADD 7895 91
BUY ADD 7816 424
SELL CANCEL 532 53
BUY ADD 7810 368
BUY ADD 7910 67
BUY ADD 7849 378
SELL ADD 7994 377
BUY ADD 7813 340
SELL ADD 7889 381
SELL ADD 7941 175
BUY CANCEL 25 315
BUY ADD 7946 102
BUY ADD 7911 58
BUY ADD 7861 104
BUY ADD 7855 410
BUY ADD 7878 324
SELL ADD 7895 411
BUY ADD 7892 30
BUY CANCEL 2 260
BUY ADD 7939 58
SELL ADD 7870 467
SELL ADD 7967 7
SELL ADD 7828 341
BUY ADD 7862 489
SELL ADD 7933 287
SELL ADD 7992 430
BUY CANCEL 349 326
BUY ADD 7884 23
BUY ADD 7956 123
SELL ADD 7996 113
SELL ADD 7903 258
BUY ADD 7834 310
BUY ADD 7975 358
BUY ADD 7904 480
SELL CANCEL 60 354
SELL ADD 7975 354
BUY ADD 7871 470
BUY ADD 7969 293
BUY ADD 7912 346
SELL ADD 7802 92
SELL ADD 7881 128
SELL ADD 7988 289
SELL CANCEL 618 490
BUY ADD 7820 129
SELL ADD 7962 476
SELL ADD 7947 281
BUY ADD 7840 198
BUY ADD 7954 321
BUY ADD 7946 193
BUY ADD 7972 291
SELL CANCEL 128 139
BUY ADD 7944 101
BUY ADD 7954 133
SELL ADD 7921 41
BUY ADD 7939 439
BUY ADD 7986 44
SELL ADD 7888 478
SELL ADD 7841 111
SELL CANCEL 685 119
BUY ADD 7880 39
BUY ADD 7914 22
SELL ADD 7908 467
BUY ADD 7984 358
SELL ADD 7807 185
BUY ADD 7924 319
BUY ADD 7844 97
BUY CANCEL 170 60
SELL ADD 7954 116
SELL ADD 7925 118
SELL ADD 7903 335
BUY ADD 7972 295
SELL ADD 7862 246
SELL ADD 7991 245
SELL ADD 7942 151
BUY CANCEL 62 41
BUY ADD 7982 143
BUY ADD 7929 214
SELL ADD 7977 386
SELL ADD 7842 345
BUY ADD 7945 321
BUY ADD 7866 224
SELL ADD 7880 433
BUY CANCEL 785 143
BUY ADD 7804 385
SELL ADD 7984 231
BUY ADD 7865 157
BUY ADD 7886 200
SELL ADD 7899 439
SELL ADD 7874 95
SELL ADD 7938 396
SELL CANCEL 419 115
SELL ADD 7996 82
BUY ADD 7925 412
BUY ADD 7836 113
SELL ADD 7907 478
BUY ADD 7815 100
BUY ADD 7970 379
SELL ADD 7813 157
SELL CANCEL 124 246
SELL ADD 7964 5
SELL ADD 7968 112
BUY ADD 7965 311
SELL ADD 7818 390
BUY ADD 7893 391
BUY ADD 7922 22
BUY ADD 7952 126
SELL CANCEL 92 398
SELL ADD 7807 206
SELL ADD 7968 297
SELL ADD 7843 483
SELL ADD 7962 298
BUY ADD 7897 461
SELL ADD 7915 487
SELL ADD 7860 111
SELL CANCEL 190 427
BUY ADD 7831 196
BUY ADD 7854 325
SELL ADD 7822 3
SELL ADD 7996 377
SELL ADD 7812 10
BUY ADD 7940 59
SELL ADD 7976 473
SELL CANCEL 345 80
SELL ADD 7835 210
BUY ADD 7820 206
SELL ADD 7951 469
SELL ADD 7928 30
BUY ADD 7954 330
BUY ADD 7989 340
SELL ADD 7940 497
SELL CANCEL 142 188
BUY ADD 7875 434
SELL ADD 7930 67
SELL ADD 7929 345
BUY ADD 7881 453
BUY ADD 7922 219
BUY ADD 7891 70
BUY ADD 7814 336
BUY CANCEL 767 439
BUY ADD 7938 71
BUY ADD 7811 454
BUY ADD 7944 270
SELL ADD 7883 264
SELL ADD 7807 438
SELL ADD 7966 153
BUY ADD 7824 112
SELL CANCEL 644 146
SELL ADD 7918 64
BUY ADD 7884 211
BUY ADD 7810 283
SELL ADD 7892 486
SELL ADD 7972 186
BUY ADD 7863 255
BUY ADD 7878 407
SELL CANCEL 778 116
SELL ADD 7919 162
SELL ADD 7848 314
SELL ADD 7817 303
BUY ADD 7890 284
SELL ADD 7810 381
SELL ADD 7955 265
SELL ADD 7918 357
SELL CANCEL 61 348
SELL ADD 7997 121
BUY ADD 7802 476
BUY ADD 7997 326
SELL ADD 7846 100
SELL ADD 7869 238
BUY ADD 7941 430
SELL ADD 7892 390
SELL CANCEL 208 29
SELL ADD 7979 447
BUY ADD 7994 119
BUY ADD 7831 2
SELL ADD 7875 161
SELL ADD 7818 69
BUY ADD 7991 330
SELL ADD 7837 44
BUY CANCEL 152 472
SELL ADD 7918 290
SELL ADD 7933 28
BUY ADD 7884 409
BUY ADD 7974 97
BUY ADD 7913 474
BUY ADD 7946 113
SELL ADD 7937 431
BUY CANCEL 450 20
BUY ADD 7814 383
BUY ADD 7945 150
BUY ADD 7975 497
SELL ADD 7896 225
BUY ADD 7813 33
BUY ADD 7883 483
BUY ADD 7942 320
BUY CANCEL 112 334
BUY ADD 7802 315
SELL ADD 7915 279
SELL ADD 7870 416
BUY ADD 7929 246
SELL ADD 7820 338
BUY ADD 7855 85
SELL ADD 7813 61
BUY CANCEL 624 200
BUY ADD 7860 195
BUY ADD 7924 263
SELL ADD 7860 326
BUY ADD 7961 436
SELL ADD 7882 345
SELL ADD 7867 5
BUY ADD 7934 479
BUY CANCEL 838 219
SELL ADD 7856 366
BUY ADD 7946 477
SELL ADD 7968 408
BUY ADD 7892 294
SELL ADD 7935 498
BUY ADD 7832 8
BUY ADD 7962 422
SELL CANCEL 590 307
BUY ADD 7976 311
SELL ADD 7872 88
SELL ADD 7914 113
SELL ADD 7990 283
SELL ADD 7897 416
BUY ADD 7953 18
BUY ADD 7879 328
SELL CANCEL 742 430
SELL ADD 7811 243
SELL ADD 7919 169
SELL ADD 7900 209
SELL ADD 7962 384
SELL ADD 7891 470
SELL ADD 7908 256
SELL ADD 7803 402
BUY CANCEL 542 164
BUY ADD 7801 82
BUY ADD 7833 336
SELL ADD 7952 25
BUY ADD 7916 101
SELL ADD 7835 381
BUY ADD 7980 476
BUY ADD 7808 126
BUY CANCEL 328 418
BUY ADD 7977 19
BUY ADD 7870 129
SELL ADD 7871 88
SELL ADD 7905 88
SELL ADD 7889 196
SELL ADD 7910 7
BUY ADD 7889 442
BUY CANCEL 707 49
SELL ADD 7977 238
BUY ADD 7989 424
BUY ADD 7824 105
BUY ADD 7948 239
BUY ADD 7865 165
BUY ADD 7869 186
SELL ADD 7941 126
BUY CANCEL 803 100
SELL ADD 7907 207
BUY ADD 7969 159
SELL ADD 7932 210
SELL ADD 7986 38
BUY ADD 7804 261
SELL ADD 7925 169
BUY ADD 7819 402
SELL CANCEL 877 28
SELL ADD 7963 117
SELL ADD 7868 122
BUY ADD 7976 479
SELL ADD 7988 482
SELL ADD 7941 454
SELL ADD 7901 464
SELL ADD 7971 478
BUY CANCEL 16 208
BUY ADD 7885 307
BUY ADD 7841 400
BUY ADD 7866 479
SELL ADD 7925 162
SELL ADD 7948 426
SELL ADD 7982 450
BUY ADD 7940 259
SELL CANCEL 712 439
SELL ADD 7991 129
BUY ADD 7822 302
SELL ADD 7920 338
SELL ADD 7973 202
SELL ADD 7991 498
BUY ADD 7900 447
SELL ADD 7953 366
SELL CANCEL 802 478
SELL ADD 7864 473
SELL ADD 7997 102
SELL ADD 7818 301
BUY ADD 7819 144
SELL ADD 7827 217
BUY ADD 7828 291
BUY ADD 7912 225
BUY CANCEL 221 423
BUY ADD 7836 396
SELL ADD 7881 426
SELL ADD 7995 272
SELL ADD 7900 459
SELL ADD 7875 370
BUY ADD 7837 308
SELL ADD 7928 450
SELL CANCEL 865 100
BUY ADD 7821 473
SELL ADD 7994 498
BUY ADD 7985 190
BUY ADD 7893 25
SELL ADD 7830 389
BUY ADD 7805 189
SELL ADD 7974 399
BUY CANCEL 511 488
SELL ADD 7840 238
SELL ADD 7962 50
SELL ADD 7867 63
SELL ADD 7881 286
SELL ADD 7972 490
SELL ADD 7992 242
